SEX,STATUT,CSP,USAGE,K8000,RM,CAR,CLA,ALI,ENE,VIT,SEGM,CHARGE,GARAGE,AGECOND_CAT,ACV_CAT
M,A,60,Prive,N,50,BER,K,INJ,ES,190-200,M2,1093.413897,Autre,55_70,5_9
M,A,60,Prive,N,50,BER,K,INJ,ES,190-200,M2,0.0,Collectif_Clos,>70,2_4
M,A,60,Prive,N,74,BER,K,INJ,ES,190-200,M2,0.0,Autre,>70,2_4
M,A,60,Prive,N,50,BER,K,INJ,ES,200-220,M2,0.0,Autre,55_70,0_1
M,A,60,Prive,N,50,BER,K,INJ,ES,200-220,M1,0.0,Collectif_Clos,>70,0_1
M,A,60,Prive,O,50,BER,K,INS,ES,190-200,M2,0.0,Autre,55_70,>=10
M,A,60,Prive,N,68,BER,K,IDS,GO,170-180,M1,0.0,Collectif_Clos,55_70,2_4
M,A,60,Prive,N,50,BER,K,INJ,GO,170-180,M2,497.6800604,Collectif_Clos,55_70,2_4
M,C,AUTRE,Prive_Trajet,N,72,BER,K,INJ,ES,200-220,M1,447.6280967,Autre,25_35,0_1
M,C,50,Prive_Trajet,N,90,BER,K,INJ,ES,190-200,M2,0.0,Autre,25_35,5_9
M,C,50,Prive_Trajet,N,60,BER,K,INJ,ES,190-200,M2,0.0,Autre,35_45,5_9
M,C,50,Prive,O,50,BER,K,INJ,ES,190-200,M2,0.0,Autre,45_55,5_9
M,C,50,Prive_Trajet,N,85,BER,K,INJ,ES,200-220,B,378.7477341,Autre,25_35,2_4
M,C,50,Professionnel,N,50,BER,K,INJ,ES,200-220,M1,97.32326284,Individuel_Clos,25_35,2_4
M,C,50,Prive,N,100,BER,K,IDS,GO,170-180,M1,0.0,Autre,25_35,5_9
M,A,1,Professionnel,N,50,BER,K,INJ,ES,180-190,M1,0.0,Autre,55_70,5_9
M,A,1,Professionnel,N,50,BER,K,INJ,ES,200-220,M1,0.0,Autre,45_55,>=10
M,A,1,Professionnel,N,64,BER,K,IDS,GO,170-180,B,0.0,Individuel_Clos,55_70,0_1
M,A,1,Prive,N,95,BER,K,IDS,GO,190-200,M2,0.0,Autre,25_35,5_9
M,A,AUTRE,Prive,N,50,BER,K,IDS,GO,180-190,M1,0.0,Collectif_Clos,55_70,2_4
M,A,AUTRE,Prive,N,50,BER,K,INS,GO,170-180,M2,0.0,Autre,>70,5_9
M,A,AUTRE,Prive_Trajet,N,60,BER,K,CAR,ES,170-180,H,0.0,Autre,55_70,>=10
M,A,AUTRE,Prive_Trajet,N,50,BER,K,INJ,ES,200-220,M2,0.0,Autre,55_70,0_1
M,A,50,Prive,N,56,BER,K,INJ,ES,180-190,M1,0.0,Autre,35_45,5_9
M,A,50,Prive_Trajet,N,52,BER,K,INJ,ES,180-190,M1,0.0,Autre,35_45,5_9
M,A,50,Prive_Trajet,N,50,BER,K,INJ,ES,180-190,M1,0.0,Individuel_Clos,45_55,2_4
M,A,50,Prive,N,50,BER,K,INJ,ES,180-190,M1,0.0,Autre,55_70,2_4
M,A,50,Prive,N,72,BER,K,INJ,ES,190-200,M1,1920.885498,Autre,35_45,2_4
M,A,50,Prive,N,95,BER,K,INJ,ES,190-200,M2,0.0,Autre,45_55,>=10
M,A,50,Prive,N,100,BER,K,INJ,ES,200-220,M2,0.0,Collectif_Clos,35_45,2_4
M,A,50,Prive_Trajet,N,50,BER,K,INJ,ES,200-220,M2,0.0,Collectif_Clos,45_55,2_4
M,A,50,Prive,N,50,BER,K,INJ,ES,200-220,M2,0.0,Autre,55_70,5_9
M,A,50,Professionnel,N,64,BER,K,IDS,GO,170-180,B,106.6903323,Autre,25_35,0_1
M,A,50,Prive_Trajet,N,50,BER,K,IDS,GO,190-200,M2,0.0,Autre,55_70,0_1
M,A,55,Prive_Trajet,N,50,BER,K,INJ,ES,180-190,M1,0.0,Collectif_Clos,55_70,5_9
M,A,55,Prive,N,50,BER,K,INJ,ES,180-190,M2,0.0,Autre,55_70,>=10
M,A,55,Prive,O,50,BER,K,INJ,ES,190-200,M1,0.0,Autre,55_70,0_1
M,A,55,Prive,N,50,BER,K,IDS,GO,180-190,M1,0.0,Collectif_Clos,55_70,0_1
M,A,60,Prive,N,50,BER,K,INJ,ES,190-200,M2,0.0,Collectif_Clos,55_70,0_1
M,A,60,Prive,N,50,BER,K,INJ,ES,190-200,H,0.0,Autre,55_70,>=10
M,A,60,Prive,O,50,BER,K,INJ,ES,190-200,M2,0.0,Autre,>70,5_9
M,A,60,Prive,N,50,BER,K,INJ,ES,200-220,M1,537.0570997,Autre,55_70,0_1
M,A,60,Prive,N,50,BER,K,INJ,ES,200-220,M1,5360.143505,Autre,>70,0_1
M,A,60,Prive,N,50,BER,K,INJ,ES,200-220,M1,0.0,Autre,>70,2_4
M,A,60,Prive,O,50,BER,K,INJ,ES,200-220,M2,0.0,Collectif_Clos,>70,2_4
M,A,60,Prive,O,50,BER,K,INJ,GO,001-130,H,0.0,Autre,55_70,>=10
M,C,AUTRE,Prive_Trajet,N,57,BER,K,IDS,GO,170-180,M1,0.0,Autre,25_35,5_9
M,C,50,Prive,O,76,BER,K,INJ,ES,200-220,M2,0.0,Autre,45_55,>=10
M,A,1,Professionnel,N,54,BER,K,INJ,ES,190-200,M1,0.0,Collectif_Clos,45_55,0_1
M,A,AUTRE,Prive_Trajet,N,50,BER,K,INS,GO,180-190,H,0.0,Autre,55_70,>=10
M,A,50,Prive,N,50,BER,K,INJ,ES,170-180,M1,0.0,Autre,55_70,5_9
M,A,50,Prive_Trajet,N,57,BER,K,INJ,ES,180-190,M1,0.0,Autre,25_35,5_9
M,A,50,Prive_Trajet,N,50,BER,K,INJ,ES,190-200,M2,1418.610272,Collectif_Clos,55_70,2_4
M,A,50,Prive_Trajet,N,50,BER,K,INJ,GO,150-160,M2,0.0,Autre,35_45,>=10
M,A,55,Prive_Trajet,N,50,BER,K,INJ,ES,190-200,H,0.0,Autre,35_45,5_9
M,A,55,Prive_Trajet,N,95,BER,K,INJ,ES,190-200,M2,2150.443505,Autre,45_55,0_1
M,A,55,Prive_Trajet,N,50,BER,K,IDS,GO,180-190,M1,0.0,Autre,35_45,0_1
M,A,55,Prive_Trajet,N,51,BER,K,IDS,GO,190-200,M1,0.0,Autre,25_35,2_4
M,A,60,Prive,N,50,BER,K,INJ,ES,180-190,B,0.0,Autre,55_70,0_1
M,A,60,Prive,O,50,BER,K,INJ,ES,180-190,M2,0.0,Collectif_Clos,55_70,5_9
M,C,AUTRE,Prive_Trajet,N,85,BER,K,INJ,ES,180-190,M1,0.0,Individuel_Clos,21_25,5_9
M,C,60,Prive,N,50,BER,K,INJ,ES,180-190,M1,0.0,Autre,>70,5_9
M,A,1,Professionnel,N,50,BER,K,INJ,ES,190-200,M2,0.0,Autre,35_45,>=10
M,A,AUTRE,Prive_Trajet,N,90,BER,K,INJ,ES,190-200,M2,0.0,Autre,55_70,>=10
M,A,50,Prive_Trajet,N,106,BER,K,CAR,ES,170-180,H,0.0,Autre,35_45,>=10
M,A,50,Prive,N,90,BER,K,CAR,ES,190-200,H,0.0,Autre,35_45,>=10
M,A,50,Prive_Trajet,N,68,BER,K,INJ,ES,170-180,H,0.0,Autre,35_45,>=10
M,A,50,Prive,N,80,BER,K,INJ,ES,180-190,M1,0.0,Autre,25_35,2_4
M,A,50,Prive_Trajet,N,64,BER,K,INJ,ES,190-200,M1,0.0,Collectif_Clos,25_35,0_1
M,A,50,Prive_Trajet,N,72,BER,K,INJ,ES,190-200,M1,0.0,Autre,25_35,2_4
M,A,50,Prive_Trajet,N,95,BER,K,INJ,ES,190-200,M2,0.0,Collectif_Clos,55_70,5_9
M,A,50,Prive_Trajet,N,50,BER,K,INJ,ES,190-200,M2,0.0,Autre,55_70,5_9
M,A,50,Prive_Trajet,N,76,BER,K,IDS,GO,190-200,M1,0.0,Autre,25_35,2_4
M,A,50,Professionnel,N,90,BER,K,INS,GO,170-180,M2,0.0,Collectif_Clos,35_45,>=10
M,A,50,Prive_Trajet,N,67,BER,K,INS,GO,170-180,M2,0.0,Autre,45_55,5_9
M,A,50,Prive_Trajet,O,50,BER,K,INS,GO,170-180,M2,0.0,Collectif_Clos,55_70,>=10
M,A,50,Prive_Trajet,N,54,BER,K,INS,GO,180-190,M1,0.0,Autre,45_55,5_9
M,A,55,Prive,N,50,BER,K,INJ,ES,180-190,M1,0.0,Autre,35_45,5_9
M,A,55,Prive_Trajet,N,68,BER,K,INS,GO,170-180,M2,0.0,Collectif_Clos,45_55,>=10
M,A,60,Prive,N,50,BER,K,INJ,ES,190-200,M2,1088.700906,Collectif_Clos,55_70,0_1
M,A,60,Prive,N,50,BER,K,INJ,ES,200-220,M1,0.0,Collectif_Clos,>70,2_4
M,C,AUTRE,Professionnel,N,50,BER,K,IDS,GO,180-190,M1,2020.635952,Autre,55_70,0_1
M,C,50,Prive,N,85,BER,K,INJ,ES,170-180,0,0.0,Autre,35_45,>=10
M,C,50,Prive_Trajet,N,50,BER,K,IDS,GO,170-180,M1,0.0,Autre,45_55,0_1
M,C,50,Prive_Trajet,N,50,BER,K,IDS,GO,190-200,M1,0.0,Autre,35_45,2_4
M,A,1,Professionnel,N,53,BER,K,INJ,ES,170-180,M2,0.0,Autre,55_70,>=10
M,A,50,Prive_Trajet,N,50,BER,K,INJ,ES,180-190,M2,0.0,Autre,45_55,5_9
M,A,50,Prive,N,50,BER,K,INJ,ES,200-220,M2,0.0,Autre,45_55,5_9
M,A,50,Prive,O,100,BER,K,IDS,GO,190-200,M2,0.0,Collectif_Clos,35_45,5_9
M,A,50,Prive,N,50,BER,K,IDS,GO,190-200,M2,0.0,Autre,35_45,2_4
M,A,50,Prive_Trajet,N,50,BER,K,INS,GO,150-160,H,0.0,Autre,55_70,>=10
M,A,60,Prive,N,50,BER,K,INJ,ES,190-200,M2,0.0,Autre,>70,>=10
M,A,60,Prive,N,50,BER,K,INJ,ES,190-200,M2,0.0,Autre,>70,>=10
M,A,60,Prive,N,75,BER,K,IDS,GO,170-180,M2,0.0,Collectif_Clos,55_70,0_1
M,A,60,Prive,N,51,BER,K,IDS,GO,190-200,M1,0.0,Autre,>70,2_4
M,C,50,Prive_Trajet,N,68,BER,K,INJ,ES,180-190,M1,0.0,Collectif_Clos,35_45,5_9
M,C,50,Prive_Trajet,N,79,BER,K,INJ,ES,180-190,M1,0.0,Autre,35_45,0_1
M,C,50,Prive_Trajet,N,80,BER,K,IDS,GO,170-180,M1,4403.830514,Collectif_Clos,21_25,0_1
M,C,50,Prive_Trajet,N,60,BER,K,IDS,GO,170-180,M1,0.0,Collectif_Clos,25_35,2_4
M,C,50,Prive_Trajet,N,50,BER,K,IDS,GO,170-180,B,56.86223565,Autre,35_45,2_4
M,C,55,Prive,O,64,BER,K,INJ,GO,150-160,H,0.0,Autre,45_55,>=10
M,A,50,Prive_Trajet,N,76,BER,K,CAR,ES,180-190,H,0.0,Autre,45_55,>=10
M,A,50,Prive,O,50,BER,K,INJ,ES,180-190,B,0.0,Individuel_Clos,35_45,5_9
M,A,50,Prive_Trajet,N,59,BER,K,INJ,ES,200-220,M2,0.0,Collectif_Clos,55_70,2_4
M,A,50,Professionnel,N,50,BER,K,IDS,GO,170-180,M1,0.0,Autre,35_45,5_9
M,A,50,Prive,N,76,BER,K,IDS,GO,180-190,M1,0.0,Autre,45_55,0_1
M,A,50,Prive,N,95,BER,K,IDS,GO,180-190,M1,252.0507553,Collectif_Clos,55_70,2_4
M,A,50,Prive_Trajet,N,80,BER,K,IDS,GO,190-200,M2,3239.592145,Autre,25_35,2_4
M,A,50,Prive_Trajet,N,64,BER,K,IDS,GO,190-200,M1,0.0,Autre,25_35,5_9
M,A,50,Prive_Trajet,N,55,BER,K,IDS,GO,190-200,M1,0.0,Collectif_Clos,55_70,0_1
M,A,50,Professionnel,N,50,BER,K,IDS,GO,190-200,M1,0.0,Autre,>70,2_4
M,A,50,Prive_Trajet,N,52,BER,K,INJ,GO,160-170,M2,0.0,Autre,55_70,>=10
M,A,50,Prive,N,64,BER,K,INS,GO,160-170,H,0.0,Autre,55_70,>=10
M,A,50,Prive_Trajet,N,90,BER,K,INS,GO,170-180,M2,0.0,Autre,25_35,>=10
M,A,50,Prive_Trajet,N,72,BER,K,INS,GO,170-180,M2,0.0,Autre,55_70,>=10
M,A,50,Prive_Trajet,N,68,BER,K,INS,GO,180-190,M2,0.0,Autre,55_70,5_9
M,A,55,Prive_Trajet,N,50,BER,K,INJ,ES,190-200,M2,154.4093656,Autre,35_45,2_4
M,A,55,Prive,N,50,BER,K,IDS,GO,190-200,M1,0.0,Autre,55_70,2_4
M,A,60,Prive,N,50,BER,K,INJ,ES,180-190,M2,0.0,Autre,>70,5_9
M,A,60,Prive,N,74,BER,K,INJ,ES,190-200,M2,3140.713595,Autre,55_70,5_9
M,A,60,Prive,N,50,BER,K,INJ,ES,200-220,M2,0.0,Individuel_Clos,>70,0_1
M,A,60,Prive,N,50,BER,K,IDS,GO,190-200,M2,706.2299094,Autre,>70,0_1
M,C,50,Prive_Trajet,N,76,BER,K,INJ,ES,170-180,B,121.1356495,Collectif_Clos,25_35,2_4
M,C,50,Prive_Trajet,N,59,BER,K,INJ,ES,170-180,M2,0.0,Individuel_Clos,35_45,5_9
M,C,50,Prive,N,72,BER,K,IDS,GO,170-180,M2,22835.30121,Autre,35_45,2_4
F,A,60,Prive,N,85,BER,K,IDS,GO,190-200,M1,0.0,Autre,55_70,2_4
F,C,50,Prive,O,85,BER,K,INJ,ES,170-180,H,0.0,Autre,35_45,>=10
F,A,60,Prive,O,50,BER,K,INJ,ES,180-190,M2,0.0,Autre,>70,>=10
F,A,1,Professionnel,N,50,BER,K,INJ,ES,190-200,H,0.0,Autre,45_55,5_9
F,A,50,Prive,N,71,BER,K,INJ,ES,190-200,M2,0.0,Collectif_Clos,25_35,5_9
F,A,50,Prive_Trajet,O,50,BER,K,INJ,ES,190-200,M2,0.0,Autre,35_45,>=10
F,A,55,Prive,O,91,BER,K,INS,GO,170-180,M2,0.0,Collectif_Clos,45_55,5_9
F,C,1,Prive,N,50,BER,K,IDS,GO,170-180,M1,0.0,Autre,45_55,2_4
F,A,50,Prive_Trajet,N,68,BER,K,IDS,GO,170-180,B,0.0,Autre,55_70,0_1
F,A,50,Prive_Trajet,N,72,BER,K,INJ,ES,170-180,M1,0.0,Autre,45_55,5_9
F,C,50,Prive_Trajet,N,66,BER,K,INJ,ES,180-190,B,92.72809668,Collectif_Clos,25_35,0_1
F,A,50,Prive,O,64,BER,K,INJ,ES,200-220,M1,0.0,Autre,25_35,5_9
M,A,55,Prive_Trajet,N,57,BER,K,IDS,GO,170-180,M1,0.0,Autre,25_35,5_9
M,A,50,Prive,N,60,BER,K,INJ,GO,170-180,M2,0.0,Autre,45_55,5_9
M,A,60,Prive,O,50,BER,K,INJ,ES,180-190,M2,0.0,Autre,>70,>=10
M,A,AUTRE,Prive_Trajet,N,50,BER,K,INJ,ES,190-200,M2,0.0,Autre,45_55,>=10
M,C,50,Prive_Trajet,N,50,BER,K,INJ,ES,190-200,M2,0.0,Autre,55_70,>=10
M,A,55,Prive_Trajet,N,64,BER,K,INJ,ES,180-190,M1,0.0,Autre,25_35,2_4
M,A,1,Prive_Trajet,N,54,BER,K,INJ,ES,170-180,M1,4611.367069,Autre,25_35,5_9
M,A,50,Professionnel,N,90,BER,K,INJ,ES,190-200,M2,0.0,Collectif_Clos,45_55,5_9
M,A,50,Prive,N,90,BER,K,INS,GO,180-190,M2,0.0,Collectif_Clos,25_35,>=10
M,A,AUTRE,Professionnel,N,54,BER,K,INJ,ES,200-220,M2,0.0,Individuel_Clos,45_55,2_4
M,A,50,Prive_Trajet,N,50,BER,K,INJ,ES,170-180,M2,0.0,Autre,45_55,5_9
M,A,50,Prive_Trajet,N,57,BER,K,INJ,ES,190-200,M1,0.0,Collectif_Clos,25_35,2_4
M,A,50,Prive_Trajet,N,50,BER,K,INJ,ES,200-220,M1,0.0,Autre,35_45,0_1
M,C,50,Prive_Trajet,O,95,BER,K,INJ,ES,180-190,M2,0.0,Collectif_Clos,25_35,2_4
M,C,AUTRE,Tournees,N,50,BER,K,INJ,ES,160-170,M2,0.0,Autre,55_70,0_1
M,C,50,Professionnel,N,68,BER,K,INJ,ES,180-190,B,0.0,Autre,21_25,0_1
M,A,50,Professionnel,N,50,BER,K,INJ,ES,200-220,B,0.0,Individuel_Clos,45_55,2_4
M,A,55,Professionnel,N,50,BER,K,INJ,ES,190-200,M2,0.0,Autre,45_55,2_4
M,A,AUTRE,Professionnel,N,95,BER,K,INJ,GO,170-180,M2,0.0,Autre,25_35,5_9
M,A,50,Prive,O,72,BER,K,IDS,GO,190-200,M2,0.0,Collectif_Clos,35_45,5_9
M,A,AUTRE,Prive,O,51,BER,K,INJ,ES,190-200,M1,102.5900302,Collectif_Clos,45_55,5_9
M,A,50,Prive_Trajet,N,50,BER,K,INS,GO,170-180,M2,0.0,Autre,45_55,5_9
M,A,50,Prive,N,60,BER,K,IDS,GO,190-200,M1,0.0,Autre,25_35,2_4
M,C,50,Prive_Trajet,N,62,BER,K,INJ,ES,170-180,M1,0.0,Autre,35_45,>=10
M,A,60,Prive,N,50,BER,K,INJ,ES,190-200,M2,20172.77946,Autre,55_70,2_4
M,A,50,Prive,N,50,BER,K,INJ,ES,200-220,M1,0.0,Collectif_Clos,55_70,2_4
M,A,50,Prive_Trajet,N,85,BER,K,INJ,ES,180-190,M1,0.0,Autre,35_45,2_4
F,A,50,Prive_Trajet,N,50,BER,K,INJ,ES,180-190,M2,0.0,Autre,35_45,2_4
F,A,AUTRE,Prive,N,100,BER,K,INJ,ES,200-220,B,0.0,Autre,55_70,0_1
M,C,50,Prive_Trajet,O,50,BER,K,INJ,ES,180-190,M2,0.0,Autre,25_35,5_9
M,A,50,Prive_Trajet,N,50,BER,K,INJ,ES,190-200,M2,0.0,Autre,55_70,5_9
M,A,50,Prive_Trajet,N,50,BER,K,INJ,ES,200-220,M1,0.0,Autre,45_55,>=10
M,A,50,Prive,N,95,BER,K,INJ,ES,180-190,B,730.5135952,Autre,21_25,0_1
F,C,AUTRE,Prive_Trajet,N,76,BER,K,INJ,ES,180-190,M1,0.0,Individuel_Clos,25_35,5_9
M,C,50,Prive_Trajet,N,72,BER,K,IDS,GO,170-180,M1,0.0,Autre,25_35,5_9
M,A,50,Prive_Trajet,N,50,BER,K,IDS,GO,180-190,M1,0.0,Autre,55_70,0_1
M,A,50,Prive_Trajet,N,95,BER,K,IDS,GO,180-190,M2,1418.610272,Autre,25_35,5_9
M,C,50,Prive,O,85,BER,K,INJ,ES,200-220,M2,0.0,Autre,25_35,5_9
M,A,50,Prive_Trajet,N,50,BER,K,INJ,GO,170-180,M2,0.0,Autre,45_55,5_9
M,C,50,Prive_Trajet,N,50,BER,K,INS,GO,160-170,M2,0.0,Autre,55_70,>=10
F,C,AUTRE,Professionnel,N,57,BER,K,INJ,ES,160-170,B,353.4743202,Autre,45_55,0_1
F,A,55,Prive_Trajet,N,50,BER,K,INJ,ES,180-190,M2,0.0,Autre,45_55,>=10
M,A,50,Professionnel,N,50,BER,K,INJ,ES,200-220,M2,0.0,Autre,55_70,2_4
M,A,55,Prive_Trajet,N,50,BER,K,INS,GO,170-180,M2,0.0,Autre,25_35,>=10
M,A,50,Prive_Trajet,O,50,BER,K,INJ,ES,180-190,B,0.0,Collectif_Clos,55_70,5_9
F,A,60,Prive,N,50,BER,K,INJ,ES,180-190,M1,0.0,Collectif_Clos,55_70,2_4
M,C,50,Prive_Trajet,N,50,BER,K,IDS,GO,190-200,M1,0.0,Autre,25_35,0_1
M,A,60,Prive,N,50,BER,K,INJ,ES,200-220,M2,0.0,Autre,>70,0_1
M,A,55,Prive_Trajet,O,76,BER,K,CAR,ES,190-200,H,0.0,Individuel_Clos,45_55,>=10
F,A,1,Prive,O,57,BER,L,INJ,ES,170-180,B,0.0,Collectif_Clos,35_45,2_4
F,C,1,Professionnel,N,50,BER,L,INJ,ES,180-190,M2,0.0,Autre,55_70,5_9
F,A,50,Prive_Trajet,N,104,BER,L,INJ,ES,170-180,B,0.0,Autre,35_45,5_9
F,A,50,Prive,O,50,BER,L,INJ,ES,170-180,B,0.0,Autre,35_45,2_4
F,A,60,Prive,N,50,BER,L,INJ,ES,170-180,B,0.0,Autre,>70,2_4
F,C,55,Prive_Trajet,N,95,BER,L,INS,GO,190-200,M2,0.0,Collectif_Clos,25_35,5_9
F,C,AUTRE,Prive_Trajet,N,72,BER,L,INS,GO,170-180,H,0.0,Autre,21_25,>=10
M,A,50,Professionnel,N,50,BER,L,INJ,ES,190-200,H,0.0,Autre,45_55,>=10
M,A,AUTRE,Professionnel,N,50,BER,L,IDS,GO,170-180,B,0.0,Autre,35_45,0_1
M,A,60,Prive,N,50,BER,L,IDS,GO,190-200,M2,0.0,Autre,55_70,2_4
M,A,60,Prive,N,50,BER,L,IDS,GO,190-200,M2,0.0,Collectif_Clos,55_70,2_4
M,A,1,Professionnel,N,52,BER,L,INJ,ES,170-180,H,0.0,Autre,35_45,>=10
M,A,AUTRE,Professionnel,N,85,BER,L,INJ,ES,180-190,H,0.0,Autre,>70,>=10
M,A,60,Prive,N,50,BER,L,INJ,ES,180-190,M2,0.0,Autre,>70,>=10
M,C,AUTRE,Prive,N,68,BER,L,IDS,GO,170-180,B,122.2314199,Autre,35_45,2_4
M,C,50,Prive_Trajet,N,90,BER,L,INJ,ES,180-190,M1,0.0,Collectif_Clos,25_35,2_4
M,A,50,Professionnel,N,50,BER,L,INJ,ES,190-200,B,0.0,Autre,35_45,2_4
M,C,50,Prive_Trajet,N,50,BER,L,INJ,ES,200-220,H,0.0,Autre,35_45,>=10
M,C,50,Prive_Trajet,N,100,BER,L,IDS,GO,190-200,M2,0.0,Autre,25_35,2_4
M,C,50,Prive_Trajet,N,68,BER,L,INJ,ES,200-220,B,0.0,Autre,25_35,0_1
M,A,1,Professionnel,N,83,BER,L,IDS,GO,190-200,M2,0.0,Autre,35_45,2_4
M,A,60,Prive,N,50,BER,L,INJ,ES,190-200,M2,0.0,Autre,>70,5_9
M,A,50,Prive,N,50,BER,L,INJ,ES,190-200,M2,0.0,Autre,45_55,>=10
M,A,50,Prive_Trajet,N,50,BER,L,IDS,GO,190-200,M2,0.0,Autre,55_70,2_4
M,A,60,Prive,N,91,BER,L,INJ,ES,200-220,M2,0.0,Autre,>70,5_9
M,A,AUTRE,Prive_Trajet,N,54,BER,L,IDS,GO,180-190,M2,0.0,Collectif_Clos,35_45,5_9
M,A,50,Professionnel,N,57,BER,L,INJ,ES,200-220,M1,0.0,Autre,45_55,2_4
M,A,50,Prive_Trajet,N,50,BER,L,IDS,GO,180-190,M1,0.0,Autre,55_70,2_4
M,A,60,Prive,N,50,BER,L,IDS,GO,190-200,M1,2785.896073,Collectif_Clos,55_70,0_1
M,A,55,Prive_Trajet,N,76,BER,L,INJ,GO,130-140,H,0.0,Autre,45_55,>=10
M,A,60,Prive,N,50,BER,L,INS,GO,170-180,M2,0.0,Autre,>70,5_9
M,A,55,Prive_Trajet,N,50,BER,L,IDS,GO,190-200,M2,0.0,Collectif_Clos,35_45,2_4
F,A,50,Prive_Trajet,N,66,BER,L,INJ,ES,200-220,B,4078.11571,Autre,25_35,2_4
F,A,AUTRE,Prive,O,50,BER,L,INJ,ES,180-190,H,0.0,Autre,45_55,>=10
F,A,50,Prive_Trajet,N,80,BER,L,INJ,ES,190-200,M2,0.0,Autre,35_45,>=10
F,A,55,Prive_Trajet,N,55,BER,L,INS,GO,170-180,M2,0.0,Autre,55_70,5_9
F,A,50,Prive,O,50,BER,L,INJ,ES,180-190,M1,0.0,Autre,45_55,0_1
F,A,1,Professionnel,N,50,BER,L,IDS,GO,170-180,B,0.0,Individuel_Clos,45_55,0_1
F,A,50,Professionnel,N,64,BER,L,CAR,ES,170-180,M2,0.0,Autre,55_70,2_4
F,A,50,Prive_Trajet,N,64,BER,L,INJ,ES,190-200,M2,0.0,Autre,25_35,>=10
F,A,50,Prive_Trajet,N,50,BER,L,INJ,ES,190-200,B,0.0,Autre,55_70,2_4
F,A,50,Professionnel,N,50,BER,L,IDS,GO,180-190,0,2210.263142,Autre,45_55,2_4
F,A,55,Prive,O,50,BER,L,INJ,ES,170-180,H,0.0,Autre,55_70,>=10
F,A,55,Prive_Trajet,O,50,BER,L,INJ,ES,200-220,M1,0.0,Autre,45_55,2_4
F,C,AUTRE,Prive_Trajet,N,80,BER,L,IDS,GO,160-170,M1,0.0,Autre,21_25,2_4
F,C,50,Prive,N,95,BER,L,INJ,ES,170-180,H,0.0,Autre,45_55,>=10
F,A,AUTRE,Prive,N,50,BER,L,INJ,ES,170-180,B,489.6561934,Autre,45_55,2_4
F,A,50,Prive,N,112,BER,L,INJ,ES,170-180,B,0.0,Collectif_Clos,55_70,5_9
F,A,50,Prive_Trajet,N,85,BER,L,IDS,GO,190-200,M1,0.0,Autre,25_35,5_9
F,A,50,Prive_Trajet,N,50,BER,L,IDS,GO,200-220,M1,4041.601813,Autre,55_70,0_1
F,C,1,Prive,N,125,BER,L,IDS,GO,170-180,B,0.0,Collectif_Clos,25_35,2_4
F,A,AUTRE,Professionnel,N,54,BER,L,INJ,ES,190-200,B,0.0,Collectif_Clos,45_55,2_4
F,A,50,Prive_Trajet,N,50,BER,L,INJ,ES,170-180,B,8.55407855,Autre,45_55,0_1
F,A,50,Prive,N,62,BER,L,IDS,GO,170-180,B,0.0,Collectif_Clos,45_55,2_4
F,A,50,Prive,N,76,BER,L,INJ,ES,170-180,B,701.4933535,Autre,25_35,0_1
F,A,50,Prive_Trajet,N,61,BER,L,INJ,ES,200-220,M2,0.0,Collectif_Clos,45_55,2_4
F,A,60,Prive,O,64,BER,L,INJ,ES,180-190,M2,0.0,Autre,55_70,5_9
F,C,1,Professionnel,N,50,BER,L,INJ,ES,170-180,B,0.0,Autre,35_45,2_4
F,A,50,Prive_Trajet,N,85,BER,L,IDS,GO,170-180,B,1676.76435,Autre,35_45,2_4
F,A,50,Prive_Trajet,N,60,BER,L,IDS,GO,190-200,M1,0.0,Autre,25_35,2_4
F,A,50,Professionnel,N,85,BER,L,IDS,GO,190-200,M1,1418.610272,Autre,35_45,0_1
F,A,55,Prive,N,50,BER,L,IDS,GO,190-200,M1,719.426284,Autre,45_55,5_9
F,C,AUTRE,Prive_Trajet,N,140,BER,L,INJ,ES,190-200,B,6917.138973,Autre,25_35,2_4
F,C,50,Prive_Trajet,N,50,BER,L,IDS,GO,190-200,M1,0.0,Autre,55_70,2_4
F,A,50,Prive_Trajet,N,50,BER,L,IDS,GO,170-180,B,0.0,Autre,55_70,2_4
F,A,50,Prive_Trajet,N,51,BER,L,IDS,GO,200-220,M1,0.0,Collectif_Clos,25_35,0_1
F,A,50,Prive_Trajet,N,57,BER,L,INS,GO,180-190,M2,303.1042296,Autre,35_45,5_9
F,A,60,Prive,N,50,BER,L,INJ,ES,200-220,M2,890.5432024,Autre,55_70,2_4
F,C,50,Prive_Trajet,N,50,BER,L,IDS,GO,170-180,B,192.9616314,Autre,45_55,0_1
F,A,50,Prive,N,95,BER,L,INJ,ES,200-220,H,0.0,Autre,25_35,>=10
F,A,50,Prive_Trajet,N,100,BER,L,INJ,ES,200-220,M1,0.0,Autre,45_55,>=10
F,A,50,Prive,N,90,BER,L,INS,GO,190-200,M2,0.0,Autre,25_35,5_9
F,A,60,Prive,N,50,BER,L,INJ,ES,190-200,M2,0.0,Autre,55_70,5_9
F,C,50,Prive,N,90,BER,L,INJ,ES,190-200,M2,0.0,Individuel_Clos,25_35,>=10
F,A,50,Prive,N,85,BER,L,IDS,GO,170-180,B,0.0,Autre,25_35,2_4
