ACV,SEX,STATUT,CSP,USAGE,AGECOND,K8000,RM,CAR,CLA,ALI,ENE,VIT,SEGM,CHARGE,GARAGE
10,M,C,CSP_AUTRE,Prive,70,O,50,CAR_BERLINE,H,CAR,ES,170-180,0,0.0,GarageAutre
10,M,C,CSP_50,PriveTrajet,40,N,51,CAR_BERLINE,H,INJ,ES,180-190,M2,0.0,GarageAutre
5,M,C,CSP_50,PriveTrajet,27,N,90,CAR_BERLINE,H,INJ,ES,190-200,B,0.0,GarageAutre
10,M,A,CSP_50,Prive,21,N,95,CAR_BERLINE,H,INJ,ES,170-180,M1,0.0,GarageAutre
2,M,A,CSP_50,PriveTrajet,56,N,50,CAR_BERLINE,H,INJ,ES,180-190,M1,245.7942598,IndividuelClos
10,M,A,CSP_50,Prive,56,O,80,CAR_BERLINE,H,INS,ES,200-220,B,0.0,GarageAutre
10,M,A,CSP_50,PriveTrajet,27,N,72,CAR_BERLINE,H,INJ,GO,160-170,B,0.0,GarageAutre
10,M,A,CSP_50,PriveTrajet,54,N,52,CAR_BERLINE,H,INJ,GO,160-170,M1,0.0,GarageAutre
10,M,A,CSP_AUTRE,Professionnel,60,N,95,CAR_BERLINE,H,CAR,ES,180-190,M1,0.0,GarageAutre
10,M,A,CSP_50,Prive,61,N,50,CAR_BERLINE,H,CAR,ES,180-190,M2,0.0,GarageAutre
10,M,A,CSP_50,Prive,39,O,72,CAR_BERLINE,H,INJ,ES,170-180,M2,0.0,GarageAutre
2,M,A,CSP_50,Professionnel,55,N,50,CAR_BERLINE,H,INJ,ES,180-190,B,0.0,GarageAutre
7,M,A,CSP_50,Prive,57,O,50,CAR_BERLINE,H,INJ,ES,180-190,B,0.0,IndividuelClos
2,M,A,CSP_50,Prive,39,N,90,CAR_BERLINE,H,IDS,GO,160-170,B,0.0,GarageAutre
10,M,A,CSP_50,PriveTrajet,27,N,118,CAR_BERLINE,H,INJ,GO,160-170,M1,0.0,GarageAutre
4,M,A,CSP_AUTRE,PriveTrajet,58,N,50,CAR_BERLINE,H,INJ,ES,180-190,M1,344.755287,GarageAutre
10,M,A,CSP_60,Prive,81,N,50,CAR_BERLINE,H,CAR,ES,170-180,M1,0.0,GarageAutre
9,M,C,CSP_AUTRE,Professionnel,59,N,50,CAR_BERLINE,H,INJ,ES,160-170,M1,0.0,GarageAutre
2,M,C,CSP_AUTRE,Prive,69,N,90,CAR_BERLINE,H,INJ,ES,170-180,B,0.0,GarageAutre
10,M,C,CSP_50,Prive,40,N,80,CAR_BERLINE,H,CAR,ES,170-180,0,0.0,GarageAutre
10,M,C,CSP_50,PriveTrajet,54,O,72,CAR_BERLINE,H,CAR,ES,170-180,M2,0.0,GarageAutre
4,M,C,CSP_50,PriveTrajet,34,N,50,CAR_BERLINE,H,INJ,ES,170-180,M1,0.0,GarageAutre
9,M,C,CSP_50,PriveTrajet,42,N,68,CAR_BERLINE,H,INJ,ES,170-180,B,0.0,GarageAutre
7,M,C,CSP_50,PriveTrajet,28,N,80,CAR_BERLINE,H,INJ,ES,180-190,M1,0.0,IndividuelClos
5,M,C,CSP_50,PriveTrajet,32,N,76,CAR_BERLINE,H,INJ,ES,190-200,M1,3671.561329,GarageAutre
1,M,C,CSP_50,PriveTrajet,34,N,118,CAR_BERLINE,H,IDS,GO,160-170,B,0.0,GarageAutre
5,M,C,CSP_50,PriveTrajet,42,N,50,CAR_BERLINE,H,INJ,GO,160-170,B,0.0,GarageAutre
10,M,A,CSP_AUTRE,PriveTrajet,45,N,50,CAR_BERLINE,H,CAR,ES,160-170,M1,0.0,GarageAutre
10,M,A,CSP_AUTRE,Prive,57,N,50,CAR_BERLINE,H,INJ,ES,170-180,M2,0.0,GarageAutre
10,M,A,CSP_50,Prive,26,N,80,CAR_BERLINE,H,INJ,ES,170-180,M1,0.0,GarageAutre
10,M,A,CSP_50,PriveTrajet,37,N,100,CAR_BERLINE,H,INJ,ES,170-180,B,0.0,GarageAutre
10,M,A,CSP_50,Prive,65,N,50,CAR_BERLINE,H,INJ,ES,170-180,M2,0.0,GarageAutre
3,M,A,CSP_50,PriveTrajet,41,N,95,CAR_BERLINE,H,INJ,ES,180-190,B,0.0,IndividuelClos
7,M,A,CSP_50,PriveTrajet,55,N,95,CAR_BERLINE,H,INJ,ES,180-190,M2,0.0,GarageAutre
10,M,A,CSP_50,PriveTrajet,51,N,50,CAR_BERLINE,H,INJ,ES,190-200,M2,0.0,GarageAutre
1,M,A,CSP_AUTRE,PriveTrajet,56,N,50,CAR_BERLINE,H,INJ,ES,180-190,B,0.0,ClosCollectif
5,M,A,CSP_60,Prive,90,N,90,CAR_BERLINE,H,INJ,ES,170-180,M1,0.0,GarageAutre
2,M,A,CSP_60,Prive,64,N,56,CAR_BERLINE,H,INJ,ES,190-200,B,0.0,GarageAutre
3,M,C,CSP_AUTRE,PriveTrajet,62,N,76,CAR_BERLINE,H,INJ,ES,180-190,B,514.1637462,GarageAutre
3,M,C,CSP_AUTRE,PriveTrajet,19,N,125,CAR_BERLINE,H,INJ,GO,150-160,M1,0.0,GarageAutre
9,M,C,CSP_50,PriveTrajet,28,N,95,CAR_BERLINE,H,INJ,ES,170-180,B,0.0,GarageAutre
3,M,C,CSP_50,PriveTrajet,25,O,68,CAR_BERLINE,H,INJ,ES,180-190,B,0.0,GarageAutre
1,M,C,CSP_50,PriveTrajet,30,N,68,CAR_BERLINE,H,INJ,ES,190-200,B,0.0,ClosCollectif
4,M,C,CSP_50,PriveTrajet,30,N,72,CAR_BERLINE,H,IDS,GO,170-180,B,0.0,GarageAutre
2,M,C,CSP_AUTRE,PriveTrajet,24,N,85,CAR_BERLINE,H,IDS,GO,160-170,B,0.0,ClosCollectif
10,M,A,CSP_AUTRE,PriveTrajet,35,N,90,CAR_BERLINE,H,CAR,ES,180-190,M2,0.0,GarageAutre
10,M,A,CSP_AUTRE,PriveTrajet,45,N,95,CAR_BERLINE,H,CAR,ES,170-180,M1,0.0,GarageAutre
10,M,A,CSP_50,PriveTrajet,28,N,112,CAR_BERLINE,H,CAR,ES,170-180,M1,0.0,GarageAutre
10,M,A,CSP_50,Prive,47,N,166,CAR_BERLINE,H,CAR,ES,170-180,M2,0.0,ClosCollectif
10,M,A,CSP_50,Professionnel,55,N,62,CAR_BERLINE,H,CAR,ES,170-180,M2,0.0,GarageAutre
10,M,A,CSP_50,PriveTrajet,62,N,57,CAR_BERLINE,H,CAR,ES,170-180,M2,0.0,GarageAutre
3,M,A,CSP_50,Prive,55,N,50,CAR_BERLINE,H,INJ,ES,160-170,M1,0.0,GarageAutre
10,M,A,CSP_50,Prive,38,N,95,CAR_BERLINE,H,INJ,ES,170-180,M1,0.0,GarageAutre
7,M,A,CSP_50,Prive,50,O,50,CAR_BERLINE,H,INJ,ES,170-180,M1,0.0,IndividuelClos
4,M,A,CSP_50,Prive,25,O,68,CAR_BERLINE,H,IDS,GO,170-180,B,0.0,GarageAutre
10,M,A,CSP_50,PriveTrajet,50,N,50,CAR_BERLINE,H,INJ,GO,140-150,M2,0.0,GarageAutre
9,M,A,CSP_50,PriveTrajet,34,N,80,CAR_BERLINE,H,INJ,GO,160-170,B,0.0,ClosCollectif
10,M,A,CSP_50,Professionnel,51,N,50,CAR_BERLINE,H,INS,GO,150-160,M1,0.0,GarageAutre
10,M,A,CSP_AUTRE,Prive,51,O,76,CAR_BERLINE,H,CAR,ES,170-180,M2,0.0,ClosCollectif
10,M,A,CSP_60,Prive,74,O,64,CAR_BERLINE,H,INJ,GO,130-140,0,0.0,GarageAutre
9,M,A,CSP_60,Prive,84,N,100,CAR_BERLINE,H,INJ,GO,160-170,M1,0.0,GarageAutre
1,M,C,CSP_50,PriveTrajet,32,N,80,CAR_BERLINE,H,INJ,ES,170-180,B,0.0,GarageAutre
9,M,C,CSP_50,PriveTrajet,51,N,50,CAR_BERLINE,H,INJ,ES,170-180,M1,0.0,GarageAutre
10,M,C,CSP_50,PriveTrajet,54,N,50,CAR_BERLINE,H,INJ,ES,170-180,M1,0.0,GarageAutre
10,M,C,CSP_50,Prive,25,N,68,CAR_BERLINE,H,INJ,GO,160-170,M1,0.0,GarageAutre
9,M,C,CSP_50,Prive,28,N,85,CAR_BERLINE,H,INJ,GO,160-170,M1,0.0,ClosCollectif
10,M,C,CSP_AUTRE,PriveTrajet,33,N,54,CAR_BERLINE,H,INJ,GO,160-170,M1,0.0,GarageAutre
10,M,C,CSP_AUTRE,Prive,25,N,90,CAR_BERLINE,H,INS,GO,150-160,M1,0.0,GarageAutre
10,M,A,CSP_AUTRE,PriveTrajet,24,N,95,CAR_BERLINE,H,CAR,ES,170-180,M2,0.0,GarageAutre
10,M,A,CSP_50,Prive,63,O,76,CAR_BERLINE,H,CAR,ES,160-170,0,0.0,GarageAutre
10,M,A,CSP_50,PriveTrajet,33,N,85,CAR_BERLINE,H,CAR,ES,170-180,M1,0.0,GarageAutre
10,M,A,CSP_50,Prive,40,N,50,CAR_BERLINE,H,CAR,ES,170-180,M2,0.0,GarageAutre
10,M,A,CSP_50,Prive,53,N,50,CAR_BERLINE,H,CAR,ES,180-190,M2,0.0,GarageAutre
7,M,A,CSP_50,PriveTrajet,54,N,50,CAR_BERLINE,H,INJ,ES,180-190,M1,543.3253776,IndividuelClos
10,M,A,CSP_50,Prive,52,N,52,CAR_BERLINE,H,INJ,GO,160-170,M1,0.0,GarageAutre
9,M,A,CSP_50,PriveTrajet,57,N,50,CAR_BERLINE,H,INJ,GO,160-170,B,0.0,GarageAutre
5,M,A,CSP_AUTRE,PriveTrajet,31,N,95,CAR_BERLINE,H,INJ,ES,170-180,M1,0.0,IndividuelClos
7,M,A,CSP_AUTRE,PriveTrajet,34,N,50,CAR_BERLINE,H,INJ,ES,180-190,B,1219.003323,GarageAutre
10,M,A,CSP_AUTRE,Prive,39,N,50,CAR_BERLINE,H,INJ,ES,190-200,M1,0.0,GarageAutre
1,M,A,CSP_AUTRE,Prive,56,N,50,CAR_BERLINE,H,IDS,GO,170-180,B,0.0,GarageAutre
10,M,A,CSP_AUTRE,Prive,29,N,80,CAR_BERLINE,H,INJ,GO,140-150,M1,0.0,GarageAutre
10,M,A,CSP_AUTRE,PriveTrajet,37,N,95,CAR_BERLINE,H,INJ,GO,150-160,M2,0.0,GarageAutre
10,M,A,CSP_60,Prive,76,O,50,CAR_BERLINE,H,CAR,ES,180-190,M2,0.0,GarageAutre
1,M,A,CSP_60,Prive,73,N,50,CAR_BERLINE,H,INJ,ES,170-180,M1,0.0,ClosCollectif
3,M,A,CSP_60,Prive,79,N,50,CAR_BERLINE,H,INJ,ES,180-190,B,0.0,GarageAutre
3,M,A,CSP_60,Prive,92,O,50,CAR_BERLINE,H,INJ,ES,180-190,B,0.0,GarageAutre
1,M,A,CSP_60,Prive,68,N,50,CAR_BERLINE,H,INJ,ES,190-200,B,0.0,ClosCollectif
10,M,A,CSP_60,Prive,67,O,50,CAR_BERLINE,H,INJ,GO,150-160,H,1402.161934,GarageAutre
0,M,C,CSP_AUTRE,PriveTrajet,26,N,80,CAR_BERLINE,H,INJ,ES,160-170,B,0.0,GarageAutre
9,M,C,CSP_50,Prive,39,N,85,CAR_BERLINE,H,INJ,ES,160-170,M1,0.0,GarageAutre
10,M,C,CSP_50,PriveTrajet,38,N,95,CAR_BERLINE,H,INS,GO,150-160,M1,0.0,GarageAutre
10,M,C,CSP_AUTRE,PriveTrajet,54,N,50,CAR_BERLINE,H,CAR,ES,170-180,M1,0.0,GarageAutre
10,M,C,CSP_AUTRE,Prive,38,O,50,CAR_BERLINE,H,INJ,ES,190-200,B,0.0,GarageAutre
1,M,C,CSP_60,Prive,76,N,50,CAR_BERLINE,H,INJ,ES,180-190,B,0.0,GarageAutre
2,M,A,CSP_AUTRE,Professionnel,52,N,50,CAR_BERLINE,H,INJ,ES,160-170,B,0.0,IndividuelClos
3,M,A,CSP_AUTRE,Prive,48,N,50,CAR_BERLINE,H,INJ,ES,180-190,M1,0.0,GarageAutre
10,M,A,CSP_AUTRE,PriveTrajet,24,N,95,CAR_BERLINE,H,INJ,GO,160-170,B,0.0,GarageAutre
10,M,A,CSP_AUTRE,Prive,56,N,57,CAR_BERLINE,H,INJ,ES,190-200,B,0.0,GarageAutre
10,M,A,CSP_50,PriveTrajet,49,N,54,CAR_BERLINE,H,CAR,ES,160-170,M1,0.0,GarageAutre
10,M,A,CSP_50,PriveTrajet,63,N,71,CAR_BERLINE,H,CAR,ES,160-170,M1,0.0,GarageAutre
10,M,A,CSP_50,Professionnel,31,N,51,CAR_BERLINE,H,CAR,ES,170-180,M1,0.0,GarageAutre
10,M,A,CSP_50,PriveTrajet,52,O,90,CAR_BERLINE,H,CAR,ES,170-180,M1,0.0,GarageAutre
10,M,A,CSP_50,Prive,57,O,50,CAR_BERLINE,H,CAR,ES,170-180,M1,0.0,GarageAutre
10,M,A,CSP_50,PriveTrajet,35,N,68,CAR_BERLINE,H,INJ,ES,160-170,M1,0.0,GarageAutre
5,M,A,CSP_50,Prive,36,N,50,CAR_BERLINE,H,INJ,ES,170-180,M1,0.0,GarageAutre
10,M,A,CSP_50,Prive,40,N,90,CAR_BERLINE,H,INJ,ES,170-180,M1,0.0,GarageAutre
10,M,A,CSP_50,PriveTrajet,42,N,95,CAR_BERLINE,H,INJ,ES,170-180,M1,0.0,GarageAutre
9,M,A,CSP_50,Prive,44,N,95,CAR_BERLINE,H,INJ,ES,170-180,M1,0.0,GarageAutre
7,M,A,CSP_50,PriveTrajet,49,O,85,CAR_BERLINE,H,INJ,ES,170-180,M1,0.0,GarageAutre
10,M,A,CSP_50,PriveTrajet,51,N,68,CAR_BERLINE,H,INJ,ES,170-180,M1,0.0,GarageAutre
1,M,A,CSP_50,PriveTrajet,58,N,50,CAR_BERLINE,H,INJ,ES,170-180,B,0.0,ClosCollectif
2,M,A,CSP_50,Prive,59,N,95,CAR_BERLINE,H,INJ,ES,170-180,B,0.0,GarageAutre
9,M,A,CSP_50,PriveTrajet,61,N,50,CAR_BERLINE,H,INJ,ES,170-180,B,0.0,GarageAutre
2,M,A,CSP_50,PriveTrajet,26,N,90,CAR_BERLINE,H,INJ,ES,190-200,B,102.5900302,GarageAutre
2,M,A,CSP_50,Professionnel,48,N,50,CAR_BERLINE,H,IDS,GO,160-170,B,0.0,ClosCollectif
9,M,A,CSP_50,Prive,46,O,57,CAR_BERLINE,H,INJ,GO,160-170,M1,0.0,GarageAutre
10,M,A,CSP_AUTRE,Prive,34,N,85,CAR_BERLINE,H,CAR,ES,170-180,M1,0.0,GarageAutre
10,M,A,CSP_AUTRE,Prive,40,O,50,CAR_BERLINE,H,CAR,ES,180-190,M2,0.0,GarageAutre
3,M,A,CSP_AUTRE,PriveTrajet,54,N,50,CAR_BERLINE,H,INJ,ES,170-180,M1,0.0,GarageAutre
4,M,A,CSP_AUTRE,Prive,26,N,95,CAR_BERLINE,H,INJ,GO,160-170,M1,0.0,GarageAutre
9,M,A,CSP_AUTRE,PriveTrajet,34,N,58,CAR_BERLINE,H,INJ,GO,160-170,M1,862.3241692,ClosCollectif
10,M,A,CSP_60,Prive,62,N,80,CAR_BERLINE,H,CAR,ES,160-170,M2,0.0,GarageAutre
5,M,A,CSP_60,Prive,81,O,50,CAR_BERLINE,H,INJ,ES,150-160,B,0.0,GarageAutre
1,M,A,CSP_60,Prive,81,N,50,CAR_BERLINE,H,INJ,ES,160-170,B,0.0,GarageAutre
10,M,A,CSP_60,Prive,66,N,50,CAR_BERLINE,H,INJ,ES,170-180,M2,0.0,GarageAutre
10,M,A,CSP_60,Prive,78,O,50,CAR_BERLINE,H,INJ,ES,170-180,M2,0.0,ClosCollectif
9,M,A,CSP_60,Prive,69,N,50,CAR_BERLINE,H,INJ,ES,180-190,M2,0.0,GarageAutre
10,M,A,CSP_60,Prive,69,N,57,CAR_BERLINE,H,INJ,ES,180-190,M1,0.0,GarageAutre
4,M,A,CSP_60,Prive,75,O,50,CAR_BERLINE,H,INJ,ES,180-190,M1,0.0,ClosCollectif
4,M,A,CSP_60,Prive,78,N,53,CAR_BERLINE,H,INJ,ES,180-190,M1,0.0,ClosCollectif
3,M,A,CSP_60,Prive,80,O,52,CAR_BERLINE,H,INJ,ES,180-190,B,0.0,GarageAutre
10,M,A,CSP_60,Prive,71,N,50,CAR_BERLINE,H,INJ,GO,140-150,M2,0.0,GarageAutre
10,M,C,CSP_AUTRE,Professionnel,31,N,56,CAR_BERLINE,H,INJ,ES,170-180,M1,0.0,IndividuelClos
0,M,C,CSP_50,PriveTrajet,52,N,50,CAR_BERLINE,H,INJ,ES,160-170,B,411.0435045,GarageAutre
9,M,C,CSP_50,PriveTrajet,41,N,54,CAR_BERLINE,H,INJ,ES,170-180,B,0.0,ClosCollectif
2,M,C,CSP_50,Professionnel,52,N,50,CAR_BERLINE,H,INJ,ES,170-180,B,0.0,GarageAutre
3,M,C,CSP_50,PriveTrajet,28,N,100,CAR_BERLINE,H,INJ,ES,180-190,B,0.0,GarageAutre
7,M,C,CSP_50,Professionnel,29,N,90,CAR_BERLINE,H,INJ,ES,190-200,M1,0.0,GarageAutre
10,M,C,CSP_60,Prive,84,N,50,CAR_BERLINE,H,CAR,ES,160-170,M1,0.0,GarageAutre
5,M,A,CSP_AUTRE,PriveTrajet,49,N,55,CAR_BERLINE,H,ELC,EL,001-130,B,0.0,GarageAutre
10,M,A,CSP_AUTRE,PriveTrajet,55,O,50,CAR_BERLINE,H,CAR,ES,170-180,M1,0.0,GarageAutre
7,M,A,CSP_AUTRE,PriveTrajet,51,N,50,CAR_BERLINE,H,INJ,ES,170-180,M1,0.0,GarageAutre
1,M,A,CSP_AUTRE,PriveTrajet,57,O,50,CAR_BERLINE,H,INJ,ES,190-200,B,0.0,ClosCollectif
10,M,A,CSP_50,PriveTrajet,58,O,50,CAR_BERLINE,H,CAR,ES,001-130,0,0.0,GarageAutre
10,M,A,CSP_50,PriveTrajet,39,O,53,CAR_BERLINE,H,CAR,ES,170-180,M1,0.0,GarageAutre
10,M,A,CSP_50,PriveTrajet,58,N,72,CAR_BERLINE,H,CAR,ES,170-180,M2,0.0,GarageAutre
10,M,A,CSP_50,Prive,43,N,50,CAR_BERLINE,H,INJ,ES,160-170,M1,0.0,GarageAutre
9,M,A,CSP_50,PriveTrajet,54,N,50,CAR_BERLINE,H,INJ,ES,170-180,B,0.0,GarageAutre
4,M,A,CSP_50,Professionnel,59,N,50,CAR_BERLINE,H,INJ,ES,170-180,M1,331.0876133,GarageAutre
2,M,A,CSP_50,Prive,35,N,51,CAR_BERLINE,H,INJ,ES,180-190,B,227.0836858,GarageAutre
10,M,A,CSP_50,PriveTrajet,42,O,68,CAR_BERLINE,H,INJ,ES,180-190,M1,0.0,GarageAutre
3,M,A,CSP_50,PriveTrajet,60,N,50,CAR_BERLINE,H,INJ,ES,180-190,B,356.7498489,GarageAutre
1,M,A,CSP_50,PriveTrajet,30,N,72,CAR_BERLINE,H,INJ,ES,190-200,B,0.0,GarageAutre
2,M,A,CSP_50,PriveTrajet,52,N,50,CAR_BERLINE,H,INJ,ES,190-200,B,102.189426,GarageAutre
9,M,A,CSP_50,PriveTrajet,37,O,64,CAR_BERLINE,H,INJ,GO,160-170,B,0.0,IndividuelClos
2,M,A,CSP_AUTRE,PriveTrajet,54,N,57,CAR_BERLINE,H,INJ,ES,180-190,B,0.0,GarageAutre
1,M,A,CSP_AUTRE,PriveTrajet,57,N,50,CAR_BERLINE,H,INJ,ES,190-200,B,8786.051964,IndividuelClos
10,M,A,CSP_60,Prive,65,O,50,CAR_BERLINE,H,CAR,ES,160-170,M1,0.0,GarageAutre
9,M,A,CSP_60,Prive,58,O,50,CAR_BERLINE,H,INJ,ES,170-180,M1,0.0,GarageAutre
9,M,A,CSP_60,Prive,72,N,75,CAR_BERLINE,H,INJ,ES,170-180,M1,0.0,GarageAutre
3,M,A,CSP_60,Prive,73,O,50,CAR_BERLINE,H,INJ,ES,180-190,B,0.0,GarageAutre
2,M,A,CSP_60,Prive,79,O,50,CAR_BERLINE,H,INJ,ES,180-190,B,0.0,ClosCollectif
5,M,C,CSP_AUTRE,PriveTrajet,45,N,68,CAR_BERLINE,H,INJ,ES,180-190,M1,0.0,GarageAutre
5,M,C,CSP_AUTRE,Prive,54,N,51,CAR_BERLINE,H,INJ,GO,160-170,B,0.0,GarageAutre
7,M,C,CSP_AUTRE,PriveTrajet,23,O,76,CAR_BERLINE,H,INJ,ES,170-180,M1,0.0,GarageAutre
4,M,C,CSP_AUTRE,PriveTrajet,29,N,133,CAR_BERLINE,H,IDS,GO,160-170,B,0.0,GarageAutre
10,M,C,CSP_50,Prive,42,N,85,CAR_BERLINE,H,CAR,ES,160-170,0,0.0,GarageAutre
5,M,C,CSP_50,PriveTrajet,27,N,80,CAR_BERLINE,H,INJ,ES,160-170,M1,0.0,GarageAutre
5,M,C,CSP_50,Professionnel,28,N,90,CAR_BERLINE,H,INJ,ES,170-180,M1,0.0,GarageAutre
9,M,C,CSP_50,PriveTrajet,34,N,50,CAR_BERLINE,H,INJ,ES,170-180,M1,0.0,GarageAutre
9,M,C,CSP_50,PriveTrajet,38,N,76,CAR_BERLINE,H,INJ,ES,170-180,B,0.0,ClosCollectif
4,M,C,CSP_50,PriveTrajet,40,N,50,CAR_BERLINE,H,INJ,ES,180-190,M1,4326.52568,GarageAutre
2,M,C,CSP_50,PriveTrajet,28,N,61,CAR_BERLINE,H,IDS,GO,160-170,B,0.0,GarageAutre
2,M,C,CSP_50,Prive,31,O,68,CAR_BERLINE,H,IDS,GO,170-180,B,0.0,ClosCollectif
10,M,C,CSP_50,Prive,32,O,90,CAR_BERLINE,H,INJ,GO,140-150,M2,0.0,GarageAutre
10,M,C,CSP_50,Prive,26,N,100,CAR_BERLINE,H,INS,GO,170-180,B,0.0,GarageAutre
2,M,A,CSP_AUTRE,Professionnel,49,N,50,CAR_BERLINE,H,INJ,ES,180-190,B,0.0,GarageAutre
10,M,A,CSP_50,Prive,50,N,50,CAR_BERLINE,H,CAR,ES,180-190,M1,0.0,GarageAutre
10,M,A,CSP_50,Prive,34,N,85,CAR_BERLINE,H,INJ,ES,160-170,B,0.0,GarageAutre
9,M,A,CSP_50,Prive,44,N,65,CAR_BERLINE,H,INJ,ES,160-170,M1,0.0,GarageAutre
10,M,A,CSP_50,PriveTrajet,46,N,50,CAR_BERLINE,H,INJ,ES,160-170,B,0.0,GarageAutre
9,M,A,CSP_50,PriveTrajet,57,N,50,CAR_BERLINE,H,INJ,ES,160-170,M1,0.0,GarageAutre
10,M,A,CSP_50,PriveTrajet,57,N,106,CAR_BERLINE,H,INJ,ES,170-180,M1,0.0,GarageAutre
7,M,A,CSP_50,PriveTrajet,58,N,50,CAR_BERLINE,H,INJ,ES,170-180,A,0.0,IndividuelClos
4,M,A,CSP_50,Professionnel,30,N,118,CAR_BERLINE,H,INJ,ES,180-190,B,0.0,GarageAutre
7,M,A,CSP_50,Prive,51,O,50,CAR_BERLINE,H,INJ,ES,180-190,B,0.0,GarageAutre
5,M,A,CSP_50,Professionnel,35,N,50,CAR_BERLINE,H,INJ,ES,190-200,B,0.0,GarageAutre
1,M,A,CSP_50,Prive,38,N,67,CAR_BERLINE,H,INJ,ES,190-200,B,0.0,GarageAutre
4,M,A,CSP_50,PriveTrajet,58,N,50,CAR_BERLINE,H,INJ,ES,200-220,B,0.0,GarageAutre
10,M,A,CSP_50,PriveTrajet,45,N,59,CAR_BERLINE,H,INJ,GO,160-170,M1,0.0,GarageAutre
10,M,C,CSP_50,Prive,49,N,95,CAR_BERLINE,H,CAR,ES,180-190,M2,0.0,GarageAutre
7,M,C,CSP_50,PriveTrajet,34,N,80,CAR_BERLINE,H,INJ,ES,160-170,M1,0.0,GarageAutre
2,M,C,CSP_50,Professionnel,33,N,80,CAR_BERLINE,H,INJ,ES,170-180,M1,587.2033233,GarageAutre
9,M,C,CSP_50,PriveTrajet,54,N,50,CAR_BERLINE,H,INJ,GO,160-170,B,0.0,GarageAutre
1,M,C,CSP_AUTRE,PriveTrajet,56,N,118,CAR_BERLINE,H,INJ,ES,150-160,B,1418.610272,GarageAutre
10,M,A,CSP_AUTRE,Professionnel,40,N,85,CAR_BERLINE,H,CAR,ES,170-180,M1,0.0,ClosCollectif
10,M,A,CSP_AUTRE,PriveTrajet,46,O,68,CAR_BERLINE,H,CAR,ES,180-190,M1,0.0,ClosCollectif
10,M,A,CSP_AUTRE,Prive,58,O,50,CAR_BERLINE,H,CAR,ES,170-180,M1,0.0,GarageAutre
10,M,A,CSP_AUTRE,Professionnel,65,N,95,CAR_BERLINE,H,CAR,ES,170-180,M2,0.0,GarageAutre
10,M,A,CSP_AUTRE,PriveTrajet,45,N,50,CAR_BERLINE,H,INS,GO,150-160,M1,0.0,GarageAutre
10,M,A,CSP_50,Prive,42,O,50,CAR_BERLINE,H,CAR,ES,170-180,M1,0.0,GarageAutre
10,M,A,CSP_50,PriveTrajet,47,N,90,CAR_BERLINE,H,CAR,ES,170-180,H,0.0,GarageAutre
1,M,A,CSP_50,PriveTrajet,30,N,72,CAR_BERLINE,H,INJ,ES,160-170,B,0.0,IndividuelClos
7,M,A,CSP_50,Prive,31,N,76,CAR_BERLINE,H,INJ,ES,170-180,M2,324.8429003,GarageAutre
9,M,A,CSP_50,Prive,33,N,76,CAR_BERLINE,H,INJ,ES,170-180,M1,0.0,ClosCollectif
10,M,A,CSP_50,PriveTrajet,45,N,50,CAR_BERLINE,H,INJ,ES,180-190,M1,0.0,ClosCollectif
10,M,A,CSP_50,PriveTrajet,48,N,50,CAR_BERLINE,H,INJ,ES,180-190,M1,0.0,GarageAutre
10,M,A,CSP_50,PriveTrajet,59,N,50,CAR_BERLINE,H,INJ,ES,190-200,B,0.0,GarageAutre
0,M,A,CSP_50,Professionnel,45,N,64,CAR_BERLINE,H,IDS,GO,160-170,B,1772.815106,IndividuelClos
7,M,A,CSP_50,Professionnel,30,N,51,CAR_BERLINE,H,INJ,GO,160-170,M1,347.4888218,GarageAutre
7,M,A,CSP_50,Prive,47,N,80,CAR_BERLINE,H,INJ,GO,160-170,M1,0.0,GarageAutre
9,M,A,CSP_50,PriveTrajet,60,N,50,CAR_BERLINE,H,INJ,GO,160-170,B,0.0,GarageAutre
1,M,A,CSP_AUTRE,Professionnel,46,N,50,CAR_BERLINE,H,IDS,GO,160-170,B,0.0,IndividuelClos
10,M,A,CSP_60,Prive,56,N,50,CAR_BERLINE,H,CAR,ES,170-180,0,0.0,GarageAutre
9,M,C,CSP_50,PriveTrajet,27,N,80,CAR_BERLINE,H,INJ,ES,160-170,M1,0.0,GarageAutre
0,M,C,CSP_50,PriveTrajet,56,N,95,CAR_BERLINE,H,INJ,ES,160-170,B,0.0,GarageAutre
1,M,C,CSP_50,Professionnel,29,N,100,CAR_BERLINE,H,INJ,ES,190-200,B,1409.749849,GarageAutre
4,M,C,CSP_50,PriveTrajet,33,N,68,CAR_BERLINE,H,IDS,GO,170-180,B,0.0,GarageAutre
9,M,C,CSP_50,PriveTrajet,35,N,85,CAR_BERLINE,H,INJ,GO,160-170,B,0.0,GarageAutre
5,M,C,CSP_50,PriveTrajet,62,N,54,CAR_BERLINE,H,INJ,GO,160-170,M1,0.0,ClosCollectif
2,M,A,CSP_AUTRE,Prive,60,O,72,CAR_BERLINE,H,INJ,ES,180-190,B,0.0,GarageAutre
10,M,A,CSP_50,Prive,53,O,95,CAR_BERLINE,H,CAR,ES,150-160,M1,0.0,GarageAutre
10,M,A,CSP_50,PriveTrajet,45,N,76,CAR_BERLINE,H,CAR,ES,160-170,M2,0.0,GarageAutre
7,M,A,CSP_50,PriveTrajet,62,N,50,CAR_BERLINE,H,CAR,ES,170-180,M1,0.0,GarageAutre
