"","CLM_AMT5","KIDSDRIV","TRAVTIME","CAR_USE","BLUEBOOK","RETAINED","NPOLICY","CAR_TYPE","RED_CAR","REVOLKED","MVR_PTS","AGE","HOMEKIDS","YOJ","INCOME","GENDER","MARRIED","PARENT1","JOBCLASS","MAX_EDUC","HOME_VAL","SAMEHOME","AREA","CAR_TYPE_2","CAR_TYPE_3","CAR_TYPE_4","CAR_TYPE_5","CAR_TYPE_6","JOBCLASS_2","JOBCLASS_3","JOBCLASS_4","JOBCLASS_5","JOBCLASS_6","JOBCLASS_7","JOBCLASS_8","JOBCLASS_9","MAX_EDUC_2","MAX_EDUC_3","MAX_EDUC_4","MAX_EDUC_5"
"4926",0,0,3.88011907622085,2,0.936018757855381,0.163543345951597,1,1,2,1,0,-0.445790033629942,0,0.629081700283608,0.0141559885323382,2,2,1,9,2,-1.21199556372061,0.123081413364244,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"4927",0,0,1.10761925857521,2,-0.0132149911774111,1.13672195593145,2,5,1,1,0,0.251367708193846,1,0.379932926882431,0.22550504833501,1,2,1,2,3,0.522584032128763,-0.413047303761119,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"4928",3.398,0,-0.026585212279819,1,-1.8649231646999,-1.05292991652322,2,5,1,1,0,0.0189817942525836,1,0.379932926882431,0.155769231366028,1,2,1,8,3,0.186928911992681,-1.30659516563672,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
"4929",0,0,-0.656698807199282,1,0.0293989762487772,-1.05292991652322,1,5,1,1,3,-0.32959707665931,0,-0.367513393321099,0.0737270278714579,1,2,1,7,2,0.028250457522602,-0.234337731385998,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
"4930",4.9,0,-1.47584648059458,2,1.50017463918817,-0.32304595903833,4,1,1,1,1,0.948525450017634,0,-1.36410848692581,0.800824191580303,2,1,1,7,5,-1.21199556372061,0.123081413364244,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"4931",0,0,0.288471585179912,1,-0.450236991848051,0.163543345951597,2,3,2,1,0,-0.213404119688679,0,-1.11495971352463,0.195385080911162,2,1,1,3,1,-0.400986271605209,-0.234337731385998,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"4932",0,0,-0.152607931263712,2,-0.28354737723926,1.13672195593145,1,5,1,1,0,0.483753622135109,0,0.379932926882431,0.433570727229101,1,1,1,2,3,0.0733030494016524,-1.30659516563672,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"4933",0,0,0.351482944671859,1,0.215328530940135,-0.32304595903833,1,3,2,1,2,-0.445790033629942,0,0.379932926882431,0.427978316121241,2,2,1,7,2,0.793502476968357,-0.055628159010877,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"4934",2.279,1,1.67472149400273,2,0.577927732408407,-0.32304595903833,1,5,1,1,0,0.0189817942525836,2,-0.367513393321099,-1.46462766814917,1,2,1,9,3,-0.729445817890604,-1.30659516563672,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
"4935",0,0,1.17063061806716,1,-0.737992242044492,-1.05292991652322,1,5,1,1,1,0.135174751223215,0,0.130784153481255,0.304285822604153,1,2,1,8,2,0.508357309945197,0.480500558114486,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
"4936",0,0,-0.0895965717717652,2,-3.25460583853983,-1.05292991652322,1,4,1,1,2,0.948525450017634,0,0.130784153481255,0.586873701129943,1,2,1,2,3,1.06016934770466,-0.234337731385998,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"4937",4.448,0,-1.2238010426268,1,-1.76681030396705,-1.05292991652322,2,3,2,1,9,-1.72391256030689,1,-0.865810940123452,-0.0470361302121308,2,1,2,3,1,-0.298259471908799,-1.30659516563672,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"4938",0,0,-0.719710166691228,1,-1.4769602022428,-1.05292991652322,1,5,1,1,0,-1.0267548184831,0,0.130784153481255,-0.357667606609088,1,1,1,3,1,-1.21199556372061,-0.949176020886482,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"4939",0,0,-1.66488055907042,1,1.06933489891078,2.83978452339619,1,2,1,1,0,-0.0972111627180477,1,1.37652802048714,0.609864388441907,1,2,1,6,4,1.19193682576037,1.55275799236521,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"4940",0,0,-0.215619290755658,1,0.139874736588098,1.38001660842641,1,4,1,1,0,1.99426206275332,0,1.62567679388831,0.374179604904144,1,2,1,4,5,0.689334996544497,0.123081413364244,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"4941",9.244,0,-1.79090327805431,1,0.300161557301857,0.40683799844656,1,3,1,1,1,1.76187614881205,0,0.878230473684785,0.488696316011473,2,1,1,4,5,-1.21199556372061,0.989566502482878,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"4942",0,0,-0.34164200973955,1,0.229788890184378,-1.05292991652322,2,3,1,1,0,-1.49152664636562,2,-2.60985235393169,-3.18606828074367,1,1,2,5,3,-1.21199556372061,-0.055628159010877,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"4943",0,0,-0.026585212279819,1,0.640131649804795,0.163543345951597,1,5,1,1,3,0.135174751223215,0,-0.118364619919922,0.80140428765718,1,1,1,6,5,2.49045211859967,0.659210130489607,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
"4944",5.265,0,-0.278630650247604,1,-0.32688536422041,0.163543345951597,2,2,2,1,2,-1.25914073242436,2,0.130784153481255,0.265871015006099,2,2,1,8,3,0.220745760154937,0.480500558114486,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"4945",0,0,-0.0895965717717652,1,0.950390754630081,0.163543345951597,1,4,1,2,0,0.0189817942525836,0,0.669024987276938,0.789771756809637,1,2,1,6,4,2.45368344090346,1.07350818397075,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"4946",6.07,0,-0.530676088215389,2,-1.66072048668906,-1.05292991652322,1,2,2,1,5,-1.60771960333625,3,-2.60985235393169,-3.18606828074367,2,2,1,9,2,-1.21199556372061,-0.234337731385998,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"4947",0,0,1.29665333705105,1,1.7653587275033,0.163543345951597,2,5,1,1,2,0.716139536076371,0,0.878230473684785,0.515550145689519,1,1,1,4,5,1.00154773571327,1.55275799236521,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
"4948",0,0,-0.782721526183174,1,-0.942891897847262,-1.05292991652322,2,2,2,1,1,1.41329727790016,0,0.379932926882431,-1.51577525986095,2,1,1,9,1,-0.358423551852946,-0.413047303761119,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"4949",0,0,0.225460225687966,1,-3.42348824198035,-1.05292991652322,2,3,2,1,0,-1.72391256030689,1,-0.367513393321099,-0.0778200349218882,2,2,1,3,3,-0.42406065260409,-1.30659516563672,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"4950",0,0,1.29665333705105,1,0.103533399494096,0.893427303436486,2,3,2,1,1,-0.678175947571204,0,0.629081700283608,-0.00574791071561802,2,2,1,6,5,-0.207488756292909,1.01662927523985,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"4951",5.238,0,1.359664696543,2,-0.211145562944125,-1.05292991652322,1,2,1,1,1,1.52949023487079,0,0.379932926882431,0.208291776171957,2,2,1,2,1,-0.328404150173371,-0.234337731385998,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"4952",0,0,-0.467664728723443,2,0.251233206739221,0.163543345951597,3,3,2,1,1,0.832332493047003,0,0.878230473684785,0.365847064371184,2,2,1,2,2,0.556048539895718,0.837919702864728,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"4953",0,0,1.23364197755911,1,-0.534848502401575,0.163543345951597,1,5,1,1,0,0.367560665164478,0,1.12737924708596,0.459416986322249,1,2,1,6,4,0.504896544284693,1.73146756474033,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
"4954",2.244,1,-0.593687447707335,2,-1.87664796008794,2.59648987090123,3,5,1,1,2,-0.561982990600573,2,0.379932926882431,0.133656461702255,1,2,1,2,3,0.0096312250776277,-1.30659516563672,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"4955",6.703,0,0.729551101623536,2,-1.31243834177692,-0.32304595903833,1,5,1,1,4,-0.32959707665931,2,-0.118364619919922,0.206036395210031,1,1,2,2,2,-1.21199556372061,0.659210130489607,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"4956",0,0,-1.47584648059458,2,-1.64371416503303,-1.05292991652322,3,5,1,1,0,-0.561982990600573,3,1.62567679388831,-0.437564655667836,1,2,1,9,3,-1.21199556372061,0.301790985739365,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
"4957",0,0,-1.09777832364291,1,0.192333086566928,0.163543345951597,1,3,2,1,0,0.135174751223215,0,-1.11495971352463,0.330898763697393,2,2,1,7,3,0.355900686788022,-0.055628159010877,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"4958",0,0,1.67472149400273,2,-1.43789438826266,-0.32304595903833,2,4,1,1,0,-0.794368904541836,4,1.12737924708596,-0.643356758205259,1,1,2,9,3,-1.21199556372061,-0.055628159010877,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"4959",1.328,0,-0.404653369231497,1,-0.184162578347723,0.893427303436486,2,5,1,1,6,0.832332493047003,0,0.379932926882431,0.277978741407383,1,1,1,8,2,0.0245469684786689,-1.30659516563672,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
"4960",7.863,0,0.66653974213159,1,-0.454996660931782,-0.32304595903833,2,5,1,1,1,0.483753622135109,0,0.379932926882431,0.127982252919723,1,1,1,5,3,-1.21199556372061,-0.234337731385998,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
"4961",0,0,0.16244886619602,1,-0.84014999117714,0.163543345951597,1,5,1,1,3,0.59994657910574,0,1.12737924708596,0.251861728547964,1,2,1,3,3,0.339492605395782,0.480500558114486,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
"4962",5.949,0,0.0364261472121273,2,0.72192808358322,0.40683799844656,1,6,1,1,0,0.832332493047003,0,0.130784153481255,0.204740587112867,2,1,1,2,3,-1.21199556372061,-1.30659516563672,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"4963",9.635,0,-0.593687447707335,1,-0.555037905934011,-1.05292991652322,2,5,1,1,4,0.0189817942525836,2,-0.118364619919922,0.102904242690606,1,1,2,3,3,-1.21199556372061,-1.30659516563672,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
"4964",0,0,1.54869877501884,1,-0.0192259630770446,1.86660591341634,2,3,1,1,2,-0.910561861512467,0,-0.118364619919922,0.409166418803556,2,1,1,8,4,0.451513059503434,1.19533884761497,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"4965",2.939,0,1.23364197755911,2,-0.802049570133891,-1.05292991652322,1,2,2,1,4,0.483753622135109,0,0.130784153481255,0.978759139235822,2,2,1,1,5,3.20936616230636,1.19533884761497,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4966",3.285,0,0.540517023147697,1,0.958821985952109,-0.566340611533293,1,5,1,1,0,-0.561982990600573,0,0.130784153481255,0.228698754770815,1,1,1,6,4,-1.21199556372061,-1.30659516563672,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
"4967",0,0,-0.530676088215389,1,0.848303487766595,-1.05292991652322,2,3,1,1,0,0.59994657910574,0,-0.865810940123452,-0.133562975991873,1,2,1,4,5,-0.168731312809889,0.659210130489607,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"4968",0,0,-1.28681240211874,1,0.915541814338667,0.40683799844656,2,4,1,1,0,0.135174751223215,0,0.629081700283608,0.773405572969002,1,2,1,4,5,3.09613308790726,2.08888670949058,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"4969",0,0,3.31301684079333,1,-0.368440558069626,-1.05292991652322,1,4,1,1,3,-0.0972111627180477,3,-2.60985235393169,-3.18606828074367,1,1,2,5,4,-1.21199556372061,1.73146756474033,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"4970",26.181,0,-0.467664728723443,1,-0.947231402480755,1.13672195593145,1,5,1,2,2,0.135174751223215,0,0.379932926882431,-0.328235705938608,1,2,1,3,1,-0.394651974276368,-0.59175687613624,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"4971",6.971,0,-0.530676088215389,1,0.921514242895929,0.40683799844656,2,3,1,1,5,0.483753622135109,0,0.0440503425071145,0.544857584953386,2,1,1,6,4,1.12207947005219,1.01662927523985,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"4972",0,0,0.981596539591321,1,0.537868627259452,-0.32304595903833,4,3,1,1,0,-0.561982990600573,0,-1.11495971352463,0.189209334526051,1,2,1,3,1,0.361086854496282,-0.413047303761119,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"4973",0,0,-1.03476696415096,1,0.0468196352613557,-1.05292991652322,1,3,2,1,3,0.251367708193846,0,0.629081700283608,0.433604403952838,2,2,1,8,2,0.324404304452252,0.123081413364244,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"4974",0,0,-0.215619290755658,1,0.784579091176231,1.13672195593145,2,6,1,2,0,0.251367708193846,0,0.629081700283608,0.562988873934156,2,2,1,6,4,1.05588645445512,0.837919702864728,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"4975",0,1,0.540517023147697,2,-0.200296765240576,0.40683799844656,1,5,1,1,1,-0.561982990600573,2,-0.118364619919922,0.356500569045912,1,1,2,2,3,0.402811787086386,-0.234337731385998,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"4976",5.307,0,0.288471585179912,2,0.520016796616628,-0.566340611533293,2,5,1,1,4,0.251367708193846,0,-1.11495971352463,0.00572729493159114,1,2,1,2,3,0.304500987011072,0.123081413364244,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"4977",1.553,0,-1.16078968313485,1,0.430303789933485,1.13672195593145,2,5,1,1,2,-1.14294777545373,2,1.12737924708596,0.0520816973897948,1,2,1,2,1,-0.135321613548869,-1.30659516563672,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"4978",0,0,-0.593687447707335,1,0.383452711804687,-1.05292991652322,1,5,1,1,1,0.59994657910574,0,0.878230473684785,0.53618961275717,1,1,1,7,4,0.966994887614168,0.480500558114486,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"4979",2.791,0,-0.467664728723443,2,-0.850331705894449,0.163543345951597,2,4,1,1,1,1.99426206275332,0,0.379932926882431,0.113223180442763,1,2,1,2,2,0.133240065535495,1.19533884761497,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"4980",0,1,0.981596539591321,1,0.715145977322779,0.163543345951597,2,5,1,2,2,-0.0972111627180477,3,-0.367513393321099,0.715404507711179,1,1,2,6,5,-1.21199556372061,0.301790985739365,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
"4981",43.405,0,-0.404653369231497,2,-1.19117029070936,-1.05292991652322,1,5,1,2,0,0.251367708193846,0,-0.865810940123452,0.228780315365959,1,1,1,2,3,-1.21199556372061,-0.59175687613624,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"4982",1.324,0,-0.278630650247604,2,0.784579091176231,0.163543345951597,1,6,2,1,6,1.41329727790016,1,-0.367513393321099,0.286313597967261,2,2,1,7,2,0.201159774346275,-0.055628159010877,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"4983",30.3,0,-0.908744245167067,1,-1.38822976125539,0.163543345951597,1,5,1,2,4,-1.84010551727752,1,0.130784153481255,0.502192632005354,1,2,1,8,2,0.563533815849207,0.123081413364244,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
"4984",14.01,1,-0.0895965717717652,1,1.51568647041675,2.59648987090123,2,3,2,1,0,-0.0972111627180477,2,1.62567679388831,0.845614771990583,2,1,2,1,4,-1.21199556372061,1.09499330482071,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4985",0,0,0.0994375067040735,2,1.00094319716981,1.86660591341634,1,1,2,1,0,0.367560665164478,0,0.130784153481255,0.258223665097693,2,2,1,8,2,0.102805685168121,-0.234337731385998,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"4986",0,0,-0.0895965717717652,1,0.157197080184916,1.38001660842641,3,3,2,1,3,0.716139536076371,0,0.878230473684785,0.435613263606929,2,2,1,7,2,0.528362414611686,1.01662927523985,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"4987",5.458,1,1.48568741552689,2,-0.560126005568005,-1.05292991652322,2,5,1,1,8,0.367560665164478,0,0.379932926882431,0.890128375925863,2,2,1,1,5,3.377011021254,1.55275799236521,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"4988",0,0,1.92676693197052,1,0.832262294921741,-1.05292991652322,1,3,1,2,0,1.64568319184142,0,-0.865810940123452,0.720609946925453,2,1,1,6,4,1.70456861156245,1.55275799236521,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"4989",0,0,-0.908744245167067,2,-2.51643538448027,-1.05292991652322,2,5,1,1,0,-1.0267548184831,0,0.878230473684785,0.388059530179116,1,2,1,8,3,0.678169720906763,0.123081413364244,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
"4990",0,0,2.11580101044635,2,0.983847889189785,-0.32304595903833,3,4,1,1,0,0.59994657910574,0,0.379932926882431,0.667112199183283,1,2,1,2,3,1.68902648523643,-0.055628159010877,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"4991",0,2,-0.0895965717717652,1,-0.155006286657836,-1.05292991652322,1,3,2,1,0,-0.445790033629942,3,0.629081700283608,0.541661764338343,2,2,1,7,2,0.928206124984899,0.659210130489607,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"4992",0,0,-1.79090327805431,2,1.16806740341402,1.13672195593145,1,1,2,1,1,0.367560665164478,0,0.130784153481255,0.452972545812657,2,1,1,1,4,-1.21199556372061,1.37404841999009,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4993",0,1,-1.47584648059458,2,-0.443913086116929,-1.05292991652322,1,2,1,2,1,-1.0267548184831,2,-0.0568279525323028,0.262399137045031,2,1,2,3,2,0.339656728675468,-0.234337731385998,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"4994",0,0,0.225460225687966,1,-1.11683822197463,-1.05292991652322,1,4,1,1,0,0.59994657910574,0,-2.60985235393169,-3.18606828074367,1,1,1,5,2,-1.21199556372061,-1.30659516563672,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"4995",3.967,0,-0.530676088215389,1,-1.25327320146604,0.163543345951597,2,2,2,1,1,-0.32959707665931,3,2.12397434069067,-0.0550288217173634,2,2,1,3,1,-0.326971299232483,-1.30659516563672,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"4996",0,0,-1.28681240211874,2,1.67076651761836,0.893427303436486,2,6,1,1,0,1.52949023487079,0,-0.118364619919922,0.739531126422234,1,2,1,1,5,1.90057948836123,1.0753062072113,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"4997",0,0,0.729551101623536,2,0.917535144403133,-1.05292991652322,2,1,1,1,0,-1.60771960333625,0,-0.616662166722275,0.817427936927227,2,1,1,2,2,2.40873263624972,0.0750244254024767,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"4998",4.042,0,2.05278965095441,2,-3.42348824198035,-0.566340611533293,1,3,2,1,9,-0.0972111627180477,0,-2.60985235393169,-3.18606828074367,2,1,1,9,2,-1.21199556372061,0.480500558114486,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"4999",0,0,-1.28681240211874,2,0.23492125830013,-1.05292991652322,2,3,1,1,0,0.0189817942525836,0,0.130784153481255,0.527363019671484,1,1,1,2,3,-1.21199556372061,-0.0226735599143482,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"5000",27.861,2,-1.28681240211874,1,-1.32343887214503,0.163543345951597,1,5,1,1,5,-0.32959707665931,2,0.379932926882431,0.589428400506963,1,2,1,6,4,1.38707076646417,1.91017713711546,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
"5001",5.546,0,0.225460225687966,2,1.02220966845421,-1.05292991652322,1,1,2,1,6,0.59994657910574,0,1.12737924708596,0.303943075875837,2,2,1,2,3,0.37866472532848,-1.30659516563672,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"5002",0,0,-0.152607931263712,1,-0.521531432967872,1.13672195593145,2,2,2,2,0,0.135174751223215,0,0.878230473684785,0.11545715028873,2,2,1,3,3,0.0291900319100691,0.123081413364244,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"5003",7.141,1,-0.404653369231497,1,0.079962171406419,-0.32304595903833,2,2,1,1,0,0.0189817942525836,3,0.173276838217961,0.389867545069775,1,1,2,6,4,0.271733330248155,0.123081413364244,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"5004",5.951,0,2.11580101044635,1,-0.447071861138274,1.38001660842641,2,4,1,1,1,-1.0267548184831,0,0.629081700283608,0.26084464137508,1,1,1,8,4,0.61179662021877,1.37404841999009,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"5005",0,0,0.414494304163805,2,-0.0228436023074477,-1.05292991652322,1,3,2,1,3,0.367560665164478,0,0.130784153481255,0.393773613208479,2,1,1,2,2,-1.21199556372061,0.480500558114486,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"5006",7.019,0,0.477505663655751,2,0.853153298269313,0.893427303436486,1,5,1,1,1,-2.30487734516004,1,-0.616662166722275,0.388396088273939,1,1,2,2,2,-1.21199556372061,0.301790985739365,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"5007",0,1,0.981596539591321,2,1.32067152283414,1.13672195593145,1,3,2,1,0,0.0189817942525836,2,-0.616662166722275,0.364623166871035,2,2,1,2,2,0.561529390489277,0.301790985739365,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"5008",0,0,0.477505663655751,1,1.14467772618933,-1.05292991652322,3,2,1,1,2,0.59994657910574,0,-0.616662166722275,0.518642270721479,1,2,1,8,4,0.999809523096459,0.636368969715105,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"5009",7.673,1,-1.34982376161069,1,0.317759782962747,-0.32304595903833,2,5,1,1,4,-0.0972111627180477,1,0.130784153481255,-0.0882270419480076,1,2,1,3,3,-0.200402799454094,-1.30659516563672,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
"5010",0,0,1.359664696543,1,0.748767833994952,0.163543345951597,1,3,1,1,3,0.367560665164478,0,-0.616662166722275,0.625343975173934,1,2,1,5,5,1.10667827988429,1.73146756474033,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"5011",0,0,0.16244886619602,2,1.12443202289677,0.163543345951597,1,6,1,1,0,0.135174751223215,0,-0.865810940123452,0.018030632618427,1,1,1,3,3,-0.0788218737158434,0.480500558114486,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"5012",0,0,0.855573820607429,2,-1.80382541016403,-1.05292991652322,4,4,1,1,4,-2.07249143121878,3,0.629081700283608,0.13818927035906,1,2,1,2,3,-0.0608760029152206,-1.30659516563672,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"5013",0,0,0.0364261472121273,1,0.728681075059864,-1.05292991652322,2,4,1,1,0,0.135174751223215,0,-0.281641665915176,0.55793949903975,1,1,1,7,4,-1.21199556372061,0.659210130489607,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"5014",6.444,0,0.918585180099375,1,-0.041057654872752,-0.32304595903833,1,2,1,1,0,-0.445790033629942,1,0.629081700283608,-0.523096304066782,1,2,1,5,2,-0.327307980054659,0.659210130489607,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"5015",2.566,0,-0.593687447707335,2,-1.06447706804341,1.13672195593145,1,2,1,1,0,0.483753622135109,0,0.379932926882431,0.522278903803628,2,2,1,1,4,0.731608014193957,1.01662927523985,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"5016",0,0,-0.34164200973955,1,-0.62781400710282,0.163543345951597,3,3,1,1,0,0.483753622135109,0,-2.60985235393169,-3.18606828074367,2,2,1,9,3,-1.21199556372061,-1.30659516563672,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"5017",5.202,0,1.04460789908327,1,-1.52955542647161,-1.05292991652322,1,4,1,1,0,-1.14294777545373,0,-0.118364619919922,0.376856632710226,1,1,1,6,4,-1.21199556372061,0.837919702864728,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"5018",0,0,1.10761925857521,1,0.317759782962747,-0.32304595903833,2,3,1,1,0,1.76187614881205,0,0.130784153481255,-0.741325671820349,1,2,1,5,1,-0.401064569470831,-0.839001668923927,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"5019",0,0,-0.467664728723443,1,1.30310091943382,-1.05292991652322,2,3,1,1,0,0.0189817942525836,1,0.629081700283608,0.41857623161112,1,2,1,8,2,0.546096881175128,-0.048082709615395,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"5020",7.57,0,0.540517023147697,2,1.20001753347635,0.40683799844656,2,1,2,1,0,0.716139536076371,0,-1.11495971352463,-1.30288936785513,2,2,1,7,4,-0.287861515354163,0.197044300592564,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"5021",0,0,0.0364261472121273,2,1.69404142829696,-0.32304595903833,1,6,1,1,0,-0.213404119688679,0,0.379932926882431,0.508739868408526,1,2,1,1,4,0.125472917265767,0.301790985739365,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"5022",3.107,0,-0.467664728723443,1,0.218438389149795,1.13672195593145,2,5,1,1,0,1.99426206275332,0,0.629081700283608,0.0583748318735085,2,2,1,8,2,-0.154379314041328,1.55275799236521,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
"5023",5.66,0,-0.530676088215389,1,-0.212506938565271,-1.05292991652322,1,2,2,1,4,1.1809113639589,0,1.12737924708596,-0.853162325688244,2,2,1,9,1,-0.290765173865431,-1.30659516563672,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"5024",0,0,-0.34164200973955,2,1.31035965744494,-1.05292991652322,1,2,1,1,0,-0.678175947571204,1,0.629081700283608,0.541145571724769,1,2,1,2,2,1.24153852363207,0.123081413364244,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
